,0
0,"{'B_PSH': 625533.007053861, 'N_pv1_sub': 326.64490177209615, 'ERD_choice': 0, 'a0_spring': 37.157443433455164, 'a1_spring': 1.14583557094243, 'a7_spring': -0.9901759954027, 'b1_spring': -0.39694154648223545, 'b7_spring': -0.402454037978907, 'a0_summer': 37.68408179088874, 'a1_summer': 1.4587783374922039, 'a7_summer': -0.3305121146893273, 'b1_summer': -0.7745602816686246, 'b7_summer': 1.1438734076510455, 'a0_fall': 37.460990222345224, 'a1_fall': -1.4183864247263995, 'a7_fall': -0.11477278310870598, 'b1_fall': 1.317964701503074, 'b7_fall': -0.8834969569038309, 'a0_winter': 37.46689395730037, 'a1_winter': 0.4300625132024216, 'a7_winter': -1.1785791069510654, 'b1_winter': 1.4940787628377856, 'b7_winter': 0.5228826665526487}"
1,"{'B_PSH': 1080486.740163237, 'N_pv1_sub': 527.0581022576093, 'ERD_choice': 0, 'a0_spring': 38.234365341381256, 'a1_spring': 1.0110501025883443, 'a7_spring': 0.49271102684273105, 'b1_spring': 0.2826988178947034, 'b7_spring': -1.356109791089583, 'a0_summer': 37.30517548534723, 'a1_summer': 0.8005943331723644, 'a7_summer': 0.6183662324261938, 'b1_summer': 1.812838624949136, 'b7_summer': 1.2214054990028553, 'a0_fall': 38.17698911733282, 'a1_fall': 1.1265432365017014, 'a7_fall': -1.3443274073869795, 'b1_fall': 1.547351386831174, 'b7_fall': -0.1352742316132578, 'a0_winter': 37.821167729731606, 'a1_winter': 1.6308281130501994, 'a7_winter': 1.0932952512280858, 'b1_winter': 0.5466958873554348, 'b7_winter': 0.5720429956062771}"
2,"{'B_PSH': 171.56222601732995, 'N_pv1_sub': 885.9420993107746, 'ERD_choice': 1, 'a0_spring': 37.572368087164584, 'a1_spring': -0.6410556234557643, 'a7_spring': 1.4588103813883095, 'b1_spring': 1.130451647412155, 'b7_spring': 1.2463235458691027, 'a0_summer': 38.180417439085986, 'a1_summer': 0.6671590441784734, 'a7_summer': -1.3881682543959795, 'b1_summer': 0.8710802471084451, 'b7_summer': 1.6927144360498727, 'a0_fall': 37.58384912538469, 'a1_fall': 0.26398553114384327, 'a7_fall': -1.066263947462382, 'b1_fall': 0.8176030215432066, 'b7_fall': -0.8197330926495304, 'a0_winter': 37.59429834712804, 'a1_winter': -1.022585027131051, 'a7_winter': 1.1892813979614902, 'b1_winter': -0.7585623968399853, 'b7_winter': 0.14535718425624}"
3,"{'B_PSH': 453498.85894775967, 'N_pv1_sub': 357.26976000249977, 'ERD_choice': 1, 'a0_spring': 38.23108324280923, 'a1_spring': -0.6502574541224866, 'a7_spring': 1.7457471582044413, 'b1_spring': 0.062358066914085075, 'b7_spring': -1.3617837518988918, 'a0_summer': 38.14525487360833, 'a1_summer': -1.1133704497578727, 'a7_summer': -1.1096204041858528, 'b1_summer': -1.4017744818053952, 'b7_summer': -0.8746659073262743, 'a0_fall': 37.70064760339474, 'a1_fall': -1.5313921346361388, 'a7_fall': -0.9575604585486576, 'b1_fall': 1.3245484246963308, 'b7_fall': 1.4687053053452868, 'a0_winter': 37.849709624626016, 'a1_winter': 1.4093118643574727, 'a7_winter': 0.5747352809114283, 'b1_winter': -0.955571834039245, 'b7_winter': -0.5411487068686889}"
4,"{'B_PSH': 220133.83622566957, 'N_pv1_sub': 908.5351509197992, 'ERD_choice': 1, 'a0_spring': 37.82400185937438, 'a1_spring': 0.6630616110054472, 'a7_spring': 0.7949275843914325, 'b1_spring': -1.181901266780148, 'b7_spring': 2.0052647948215094, 'a0_summer': 37.69917430046868, 'a1_summer': 0.09705757824609984, 'a7_summer': -1.5734762393078146, 'b1_summer': 1.5544592245406526, 'b7_summer': -1.0933198395329324, 'a0_fall': 37.4376452268528, 'a1_fall': -0.5797996332609053, 'a7_fall': 0.7264032347083615, 'b1_fall': 1.6538186960513503, 'b7_fall': 2.0089746142277565, 'a0_winter': 37.48859741424169, 'a1_winter': 1.3207086321037245, 'a7_winter': -0.9312154828880385, 'b1_winter': 1.088243180515483, 'b7_winter': 0.7319783392536605}"
5,"{'B_PSH': 138507.8921531967, 'N_pv1_sub': 623.3601157918027, 'ERD_choice': 1, 'a0_spring': 38.0712169262027, 'a1_spring': -0.3414588844312145, 'a7_spring': 0.865439395175227, 'b1_spring': -0.4931199409341782, 'b7_spring': -1.0914727402008615, 'a0_summer': 38.101942853659125, 'a1_summer': 1.9030047285540854, 'a7_summer': -1.2419544245143426, 'b1_summer': 0.9340656813043811, 'b7_summer': -0.27209035850109986, 'a0_fall': 38.13311807027838, 'a1_fall': 0.3219128138193401, 'a7_fall': 0.32666778385385364, 'b1_fall': 0.025555918298345137, 'b7_fall': -1.5150338240029875, 'a0_winter': 38.06075229827559, 'a1_winter': 0.19769385454242072, 'a7_winter': -0.7385553638760926, 'b1_winter': -0.76942440844818, 'b7_winter': -1.0412142613392625}"
6,"{'B_PSH': 279390.31706650637, 'N_pv1_sub': 15.821242846556283, 'ERD_choice': 0, 'a0_spring': 37.79090678969303, 'a1_spring': 1.2380603730255062, 'a7_spring': 1.470689827495908, 'b1_spring': 0.21158535280265034, 'b7_spring': 0.4223115806247071, 'a0_summer': 37.6186915624178, 'a1_summer': 1.7690471092543276, 'a7_summer': 0.5926014311944083, 'b1_summer': 0.5800816238156139, 'b7_summer': -0.5422373751985363, 'a0_fall': 37.57973959285623, 'a1_fall': 1.1378700739845906, 'a7_fall': 1.3480318870652566, 'b1_fall': 0.4072188646337216, 'b7_fall': 0.964344363582462, 'a0_winter': 37.23397393429014, 'a1_winter': -1.418456519800039, 'a7_winter': -0.2029258521914108, 'b1_winter': 0.33993156970043725, 'b7_winter': -1.7474758410670739}"
7,"{'B_PSH': 518341.0905645716, 'N_pv1_sub': 929.4372337437613, 'ERD_choice': 1, 'a0_spring': 37.849768046733004, 'a1_spring': 0.011511812012100497, 'a7_spring': -0.26302057261447764, 'b1_spring': 0.8330258594219042, 'b7_spring': -1.5982423685237925, 'a0_summer': 37.91086178488343, 'a1_summer': 0.7077997409115524, 'a7_summer': -0.25694013408352534, 'b1_summer': 1.047815879988143, 'b7_summer': 1.3532766380915482, 'a0_fall': 37.4852249109912, 'a1_fall': -1.3641759159161622, 'a7_fall': -0.7957978358975003, 'b1_fall': 0.21750124279962146, 'b7_fall': -0.5056574350775453, 'a0_winter': 37.20319096004089, 'a1_winter': -1.0337412311107261, 'a7_winter': 0.217534838189114, 'b1_winter': 1.1098604887567942, 'b7_winter': 1.0448279315595723}"
8,"{'B_PSH': 595151.2113460049, 'N_pv1_sub': 690.896917516924, 'ERD_choice': 0, 'a0_spring': 37.471990638710345, 'a1_spring': 1.1896229517446015, 'a7_spring': -0.7780091804326245, 'b1_spring': 1.186450339665378, 'b7_spring': 1.2446553893818448, 'a0_summer': 37.595983675266936, 'a1_summer': -1.0189629513880925, 'a7_summer': -0.5353002686894528, 'b1_summer': -0.7098787140258045, 'b7_summer': 0.5798041957300932, 'a0_fall': 37.94850724330081, 'a1_fall': 0.37168705347681885, 'a7_fall': 0.5169631324114938, 'b1_fall': 0.8995809296038828, 'b7_fall': 0.6254174989327881, 'a0_winter': 37.21148421225054, 'a1_winter': 1.6792354314103493, 'a7_winter': -0.001936571430539713, 'b1_winter': -0.8023257860615335, 'b7_winter': -0.07138028550792863}"
9,"{'B_PSH': 808225.1010050355, 'N_pv1_sub': 997.3228504514805, 'ERD_choice': 1, 'a0_spring': 37.80427717474366, 'a1_spring': 1.9166512426834423, 'a7_spring': -1.038603117615911, 'b1_spring': -1.1616676838975197, 'b7_spring': -1.0438092198559241, 'a0_summer': 37.71483344524824, 'a1_summer': 0.6869439705196674, 'a7_summer': 0.27247990037126435, 'b1_summer': 0.5637944658575778, 'b7_summer': 1.1408067114995384, 'a0_fall': 37.36752954731905, 'a1_fall': 1.253480945294246, 'a7_fall': -1.5125893853028038, 'b1_fall': 0.8662682042016405, 'b7_fall': -0.7813634432504342, 'a0_winter': 37.32295189628953, 'a1_winter': -1.3954582138884815, 'a7_winter': -0.03596176812529017, 'b1_winter': -0.9995806416080294, 'b7_winter': 0.9027335426709193}"
10,"{'B_PSH': 628791.7716049422, 'N_pv1_sub': 172.34050834532854, 'ERD_choice': 0, 'a0_spring': 37.98427400536403, 'a1_spring': -0.49913081163134976, 'a7_spring': -1.2226514583619839, 'b1_spring': -1.5559014680468588, 'b7_spring': 0.25187223730312525, 'a0_summer': 37.36607552822582, 'a1_summer': 0.4298173939037462, 'a7_summer': 1.7577001791704885, 'b1_summer': 1.3496523952302752, 'b7_summer': -0.13204266816062704, 'a0_fall': 37.28736647016978, 'a1_fall': 0.7235406920746763, 'a7_fall': 0.13023675227280562, 'b1_fall': 0.26955104361837146, 'b7_fall': 0.7233591436515363, 'a0_winter': 37.59307157259554, 'a1_winter': -0.24625431758124172, 'a7_winter': 1.233856821774046, 'b1_winter': -1.4941700302666259, 'b7_winter': -1.0612839708903818}"
11,"{'B_PSH': 1027829.2505951392, 'N_pv1_sub': 137.13574962887776, 'ERD_choice': 0, 'a0_spring': 38.10372016158123, 'a1_spring': -1.0494796010966523, 'a7_spring': 1.1410021051919461, 'b1_spring': 0.26503212251800146, 'b7_spring': 1.064496990299244, 'a0_summer': 38.22138278329434, 'a1_summer': 0.09033043181438205, 'a7_summer': 1.2155990128014813, 'b1_summer': -1.4414028666109204, 'b7_summer': -1.3891426440332932, 'a0_fall': 38.0802085537815, 'a1_fall': 1.7100645524751876, 'a7_fall': 1.313602302644227, 'b1_fall': 1.4004781034736797, 'b7_fall': -0.34850628350774593, 'a0_winter': 38.21079515815066, 'a1_winter': 0.6166387215391478, 'a7_winter': 1.3370490656988059, 'b1_winter': -1.0984223656411924, 'b7_winter': -1.5301661584016037}"
12,"{'B_PSH': 306678.37459727615, 'N_pv1_sub': 932.5954630371635, 'ERD_choice': 1, 'a0_spring': 37.98985565387985, 'a1_spring': 1.6045795272224586, 'a7_spring': -1.1294380066472007, 'b1_spring': 1.3326585681310676, 'b7_spring': -1.1957624127669098, 'a0_summer': 37.48151990413341, 'a1_summer': -0.05186885686105458, 'a7_summer': 0.7557150519825813, 'b1_summer': -1.1610258361848937, 'b7_summer': -1.3294159038475568, 'a0_fall': 37.9777819212706, 'a1_fall': -1.2884399424483362, 'a7_fall': 1.7258715146475665, 'b1_fall': 0.2162103495188099, 'b7_fall': -0.6408360313734291, 'a0_winter': 37.27920736998464, 'a1_winter': -0.8606818638009417, 'a7_winter': 1.155131018524775, 'b1_winter': 1.484780788495456, 'b7_winter': -0.3218441126210285}"
13,"{'B_PSH': 1317176.154586418, 'N_pv1_sub': 696.8181614899001, 'ERD_choice': 0, 'a0_spring': 37.92695714503737, 'a1_spring': 0.34545782610580633, 'a7_spring': -0.7287455839012685, 'b1_spring': -1.5937441750003538, 'b7_spring': 0.3406638771361017, 'a0_summer': 37.27111589039639, 'a1_summer': 0.5474441448031053, 'a7_summer': 1.501261788940318, 'b1_summer': 1.451776122540038, 'b7_summer': -0.33985068544654196, 'a0_fall': 37.808344164054766, 'a1_fall': -0.5811773808979469, 'a7_fall': -1.5963331540260877, 'b1_fall': 1.387230923953801, 'b7_fall': 1.7220529552625696, 'a0_winter': 37.87125094335552, 'a1_winter': 1.8837791503410404, 'a7_winter': 1.363302837544326, 'b1_winter': -1.255986203896002, 'b7_winter': 0.8956666350062421}"
14,"{'B_PSH': 41081.38979688924, 'N_pv1_sub': 66.00017272206249, 'ERD_choice': 1, 'a0_spring': 38.11052081135022, 'a1_spring': 1.8615912979927878, 'a7_spring': 1.1630940991403405, 'b1_spring': 0.8279643298792034, 'b7_spring': -0.9403560921007749, 'a0_summer': 37.31617988645264, 'a1_summer': 1.424894609805879, 'a7_summer': -1.4945251102106807, 'b1_summer': 0.6293293404333398, 'b7_summer': -1.0275630504385875, 'a0_fall': 37.42490940718625, 'a1_fall': 1.6673312648966034, 'a7_fall': -0.7678105461180603, 'b1_fall': -0.6056285265142984, 'b7_fall': 1.8397706882863747, 'a0_winter': 37.73896652382735, 'a1_winter': -1.0040866843480216, 'a7_winter': 0.31713987820541933, 'b1_winter': -0.8192226829147436, 'b7_winter': -1.3762056526499704}"
15,"{'B_PSH': 1005701.2652676033, 'N_pv1_sub': 755.4630526024664, 'ERD_choice': 0, 'a0_spring': 37.512917139510925, 'a1_spring': 0.6781154000066401, 'a7_spring': -0.5708974713817438, 'b1_spring': 0.8805861918311602, 'b7_spring': 1.137720868884664, 'a0_summer': 37.17254380049426, 'a1_summer': 1.0789236413017809, 'a7_summer': -1.3901629640910589, 'b1_summer': 0.309826264465483, 'b7_summer': 1.3734590897258534, 'a0_fall': 37.8444416011419, 'a1_fall': 1.1275180190435001, 'a7_fall': -0.8666726241831384, 'b1_fall': -0.9849239629726181, 'b7_fall': 0.5798966017253187, 'a0_winter': 37.54662637379931, 'a1_winter': 0.33887718306446035, 'a7_winter': 1.657363214686269, 'b1_winter': -1.519781076932264, 'b7_winter': -1.019954885024779}"
16,"{'B_PSH': 625957.2035506904, 'N_pv1_sub': 753.8761884612463, 'ERD_choice': 1, 'a0_spring': 37.896880036238706, 'a1_spring': 1.9286955861366761, 'a7_spring': 1.7200435020889353, 'b1_spring': 0.008735585662959844, 'b7_spring': 0.9987651913202984, 'a0_summer': 37.94668810650702, 'a1_summer': 0.47776189104031563, 'a7_summer': -0.013638551140733535, 'b1_summer': -0.7287730245806481, 'b7_summer': 0.5266059122628355, 'a0_fall': 37.86110591877751, 'a1_fall': 0.5490912056523454, 'a7_fall': -1.4678968036833366, 'b1_fall': 1.9194249931651004, 'b7_fall': -0.9485883994184473, 'a0_winter': 37.37561374994017, 'a1_winter': 0.6130396352132561, 'a7_winter': 0.43831622753409505, 'b1_winter': 0.8422288521061925, 'b7_winter': -0.03136134894302889}"
17,"{'B_PSH': 838034.7426686275, 'N_pv1_sub': 923.0245355464833, 'ERD_choice': 0, 'a0_spring': 37.65431395186392, 'a1_spring': 0.3612478145003306, 'a7_spring': -0.7207620256629238, 'b1_spring': 1.7172744803428988, 'b7_spring': -1.0938171987187721, 'a0_summer': 37.77964164722568, 'a1_summer': 1.6864646353760981, 'a7_summer': -0.43933912181636625, 'b1_summer': -0.55706162883435, 'b7_summer': 0.8682773420414871, 'a0_fall': 37.518309096855894, 'a1_fall': 1.3653885034297464, 'a7_fall': -1.595311924147345, 'b1_fall': 1.0829180584238018, 'b7_fall': 1.8279742755705906, 'a0_winter': 37.40031527227761, 'a1_winter': -0.7415351796560363, 'a7_winter': 0.42946179708171384, 'b1_winter': -0.789649470824479, 'b7_winter': 0.6090013965266645}"
18,"{'B_PSH': 210580.40789285066, 'N_pv1_sub': 711.5247586284718, 'ERD_choice': 0, 'a0_spring': 37.57845933549076, 'a1_spring': 0.29249076866932433, 'a7_spring': 0.1897579063518311, 'b1_spring': 0.7248051810581642, 'b7_spring': 1.5313319158648913, 'a0_summer': 38.03341992135678, 'a1_summer': -1.323410057954579, 'a7_summer': 1.5660295318580109, 'b1_summer': 1.5627582252544252, 'b7_summer': 0.11095115179545445, 'a0_fall': 37.231440745403496, 'a1_fall': 1.586152220512507, 'a7_fall': 0.041566014752830505, 'b1_fall': -0.6865644855727986, 'b7_fall': 1.1042370839503315, 'a0_winter': 37.20533512522904, 'a1_winter': 0.08208146223269486, 'a7_winter': -0.5411947165755495, 'b1_winter': -0.12211839566752491, 'b7_winter': 1.1029758701042125}"
